Dimensionality Reduction,Clustering Algorithm,Training Time,Execution Time,Clusters,Calinski-Harabasz Index,Davies-Bouldin Index,Silhouette Score
Raw,MiniBatchKMeans,0,2.0502593517303467,10,1183.3829373496385,2.134078583832585,0.1237467
Raw,GMM,0,159.7402868270874,10,1029.2886275392016,2.192797923113264,0.105611525
PCA,MiniBatchKMeans,3.4649972915649414,0.3961944580078125,10,1677.3501280905812,1.8144301436282926,0.18221965
PCA,GMM,3.4649972915649414,4.2579264640808105,10,1094.1985947419575,2.5809617704739294,0.12712444
SAE,MiniBatchKMeans,150.17163753509521,0.17468619346618652,10,996.8051735281218,2.258171232792478,0.120360605
SAE,GMM,150.17163753509521,5.969341039657593,10,917.2501307084815,2.5022064779427042,0.113295555
